"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"fliM",-1.50177791131518,7.94183103283726,41.4380457967787,1.15767503839829e-05,0.000165177911352189,"SL1344_1905","fliM"
"pefI",-1.17574610247262,4.40048042958951,41.444688260065,1.15663809733077e-05,0.000165177911352189,"SL1344_P1_0092","pefI"
"ptpS",-0.893439216863818,6.28142149662236,41.369058376145,1.16850714010188e-05,0.00016622277245233,"SL1344_2928","ptpS"
"pepN",0.945433036303336,8.29330189016211,41.1791612840407,1.1989230294118e-05,0.000169026737807253,"SL1344_0997","pepN"
"hyaB2",1.10030332572728,3.93338668290784,41.1846575606401,1.19803015756733e-05,0.000169026737807253,"SL1344_1467","hyaB2"
"yehT",1.30677530493404,5.50814505282673,41.2060349378843,1.1945645654629e-05,0.000169026737807253,"SL1344_2136","yehT"
"oppA",0.952228552278355,7.23903342137006,41.1374417321178,1.20572506357321e-05,0.0001694812945444,"SL1344_1677","oppA"
"SL1344_0835",1.95046928313013,5.56973067112456,41.0775813665769,1.21556146458499e-05,0.000169866460647978,"SL1344_0835","SL1344_0835"
"pmgI",-1.09010558745275,7.22262402345808,41.0771231188483,1.21563711546685e-05,0.000169866460647978,"SL1344_3670","pmgI"
"rep",-0.754838455616842,8.09519264892274,41.0154440211552,1.22586849245788e-05,0.00017079232496391,"SL1344_3872","rep"
"nrdI",3.3115358936316,7.18124744081161,43.7523032898476,1.26698073089044e-05,0.000175487945094386,"SL1344_2791","nrdI"
"SL1344_3896",-1.61797667818856,2.61394407600818,40.7849944501564,1.26496998060408e-05,0.000175487945094386,"SL1344_3896","SL1344_3896"
"rfaH",-0.651490901830067,7.63663394661437,40.7311770258422,1.27430413733059e-05,0.000175987717158455,"SL1344_3931","rfaH"
"fhuE",5.29153635650584,9.2073133941674,43.4870259867174,1.30872901404778e-05,0.000179174836403015,"SL1344_1141","fhuE"
"perM",-0.720035556956798,5.96640511892285,40.5409832133119,1.30792356607055e-05,0.000179174836403015,"SL1344_2456","perM"
"srmB",-1.18349443756019,8.10074926022928,40.5411417044648,1.30789513454594e-05,0.000179174836403015,"SL1344_2607","srmB"
"udk",-1.116402420969,7.16293419672884,40.4876871040663,1.31752419350934e-05,0.000179859138462644,"SL1344_2099","udk"
"SL1344_3000",-1.16516733836091,6.3750349792106,40.4199302533361,1.3298454491197e-05,0.000181019479668966,"SL1344_3000","SL1344_3000"
"entB",3.71750040596018,8.99677732560376,43.086262779088,1.37482588067014e-05,0.000185274179251695,"SL1344_0585","entB"
"orf319",0.902343292736583,6.38912961583982,40.111306564033,1.38764750783193e-05,0.000185274179251695,"SL1344_1323","orf319"
"yecD",0.84248999670656,5.16973512601844,40.1249158409143,1.38503930955124e-05,0.000185274179251695,"SL1344_1837","yecD"
"fliS",-0.898190347849437,7.16000643913126,40.1069648659311,1.38848076069985e-05,0.000185274179251695,"SL1344_1890","fliS"
"yfhL",-1.12390769246216,4.72134000438155,40.1739698879426,1.37568424258413e-05,0.000185274179251695,"SL1344_2538","yfhL"
"rl18",-0.771214322249258,11.4972890806931,40.1852314546062,1.37354669256579e-05,0.000185274179251695,"SL1344_3391","rl18"
"kup",-0.864736674357954,7.07035456911197,40.114712287078,1.38699428328756e-05,0.000185274179251695,"SL1344_3847","kup"
"sprB",1.55632655610487,5.68083846068394,39.9781507885882,1.4134629006074e-05,0.000188077914611721,"SL1344_2846","sprB"
"SL1344_2467",1.10051498398712,3.93294584070891,39.9511475295516,1.41876435925216e-05,0.000188254531366316,"SL1344_2467","SL1344_2467"
"tsr",-0.866886991548251,9.76187908151772,39.9039768599415,1.42807946091693e-05,0.000188961240401214,"SL1344_4464","tsr"
"SL1344_1768",1.21154200909008,7.44575907942636,39.8380522995818,1.44121456122478e-05,0.000189639816014494,"SL1344_1768","SL1344_1768"
"ypeC",1.26420170254627,4.94376723377781,39.8564854285659,1.43752810288316e-05,0.000189639816014494,"SL1344_2375","ypeC"
"udg",1.45661332074618,6.90320526721277,39.7663222529015,1.45566240527895e-05,0.000191010327252254,"SL1344_2057","udg"
"fliJ",-1.32510857062571,6.25026785785403,39.6453839955134,1.48039562139991e-05,0.000193719172888711,"SL1344_1902","fliJ"
"fliD",-0.904099844419988,9.85804209499848,39.578507164529,1.49427732106688e-05,0.000194461309612467,"SL1344_1889","fliD"
"msrA",1.83315561392054,6.61157863174241,39.5953730760826,1.49076256284333e-05,0.000194461309612467,"SL1344_4341","msrA"
"sciZ",1.0924011973439,4.79157065143273,39.3978448067571,1.53252230419727e-05,0.000198348583469466,"SL1344_0303","sciZ"
"yeiG",1.89623882299631,8.27301463531652,39.7626451921603,1.52935873160945e-05,0.000198348583469466,"SL1344_2171","yeiG"
